iter	MAPE
0	0.06252064491
1	0.06028254341
2	0.05835099072
3	0.05626257241
4	0.05428734123
5	0.05232806094
6	0.05059327141
7	0.04916829928
8	0.04787770534
9	0.0466212768
10	0.04546582031
11	0.04411774472
12	0.04290593428
13	0.04173036595
14	0.04058587889
15	0.03974250194
16	0.03864567733
17	0.03764693045
18	0.03672842012
19	0.03582334386
20	0.03510518477
21	0.03444928079
22	0.03355444546
23	0.0330381745
24	0.03238753103
25	0.03163211719
26	0.03111392535
27	0.03052057192
28	0.02999444623
29	0.02938840382
30	0.02885608624
31	0.02823116508
32	0.02786396079
33	0.0275827231
34	0.02702657916
35	0.02657979731
36	0.02623531592
37	0.02586782673
38	0.02548015588
39	0.02512475198
40	0.0248584038
41	0.02449992908
42	0.02423641544
43	0.02393656756
44	0.02365129128
45	0.02336604007
46	0.02308860572
47	0.02283176602
48	0.02251491073
49	0.0222093915
50	0.02183090799
51	0.02157666602
52	0.0213724865
53	0.021174736
54	0.02100952238
55	0.0208650584
56	0.02067933652
57	0.02057589511
58	0.02051146866
59	0.02041563114
60	0.02022661471
61	0.02005303141
62	0.01993484412
63	0.0198688861
64	0.01967790031
65	0.01952591087
66	0.01940630891
67	0.01926276722
68	0.01906272249
69	0.01876845156
70	0.0185996596
71	0.01852374243
72	0.0184128038
73	0.01823978517
74	0.01812764467
75	0.01805331227
76	0.01792303772
77	0.01775953495
78	0.0176598944
79	0.01756457088
80	0.01742528505
81	0.01734857794
82	0.0172957467
83	0.01709349941
84	0.01700707929
85	0.01694377788
86	0.01682097531
87	0.01675881266
88	0.0167217469
89	0.01662404758
90	0.01650175425
91	0.01635961926
92	0.01630732586
93	0.01614918782
94	0.01606909858
95	0.01601174957
96	0.01594142081
97	0.01589816133
98	0.01584853594
99	0.01577648109
100	0.01569398917
101	0.01562884101
102	0.01553152743
103	0.01545102565
104	0.01542769724
105	0.01533283722
106	0.01526428989
107	0.01515959628
108	0.01512761618
109	0.01499622089
110	0.01490561221
111	0.01487050444
112	0.01482833235
113	0.01476631764
114	0.01472258962
115	0.01461189235
116	0.0145571031
117	0.01452756915
118	0.01448197795
119	0.01444088201
120	0.01436013201
121	0.01430763384
122	0.01424845469
123	0.01418474776
124	0.01413852852
125	0.01411447834
126	0.01407561452
127	0.01403557884
128	0.01394914757
129	0.01388078293
130	0.01375939978
131	0.01372607723
132	0.01364042317
133	0.01355620715
134	0.01350295002
135	0.01348041088
136	0.01344592988
137	0.01340937314
138	0.01338209539
139	0.01334916838
140	0.01324462424
141	0.01320501838
142	0.01316304946
143	0.01315552789
144	0.01312648055
145	0.01308950106
146	0.01303095883
147	0.01298827272
148	0.01294516305
149	0.01288791976
150	0.01285797302
151	0.0128177763
152	0.01277074642
153	0.01272921347
154	0.01267481185
155	0.01261716275
156	0.01253019173
157	0.01248104459
158	0.01245294927
159	0.01238034104
160	0.0123293939
161	0.01229299289
162	0.01226657811
163	0.01224500409
164	0.0121728027
165	0.01211972077
166	0.01204371768
167	0.01197551637
168	0.01192138361
169	0.01183260661
170	0.01179147904
171	0.01173713699
172	0.0116826981
173	0.01163841842
174	0.01160104889
175	0.01153440078
176	0.01146217369
177	0.01144317697
178	0.01141877382
179	0.01138402064
180	0.01135232333
181	0.01129061645
182	0.01126212886
183	0.0111988975
184	0.01116539593
185	0.01113230242
186	0.01106965536
187	0.0110548089
188	0.01101525957
189	0.01097144952
190	0.01092737424
191	0.01090897266
192	0.01085677442
193	0.010803319
194	0.01075988428
195	0.0107357353
196	0.01071064535
197	0.01068626504
198	0.01065435221
199	0.01061543836
200	0.01055005769
201	0.01051008773
202	0.0104347759
203	0.01040701791
204	0.01034903019
205	0.01032969652
206	0.01030085805
207	0.01027159028
208	0.01024627302
209	0.0102145642
210	0.01018296996
211	0.01014092307
212	0.010114236
213	0.01009615047
214	0.01007194191
215	0.01003997242
216	0.00999280491
217	0.009965738595
218	0.009922451813
219	0.009904778946
220	0.009854822781
221	0.009806122875
222	0.009768973306
223	0.009737231866
224	0.00971271112
225	0.009679684837
226	0.009650029634
227	0.009632043846
228	0.009584151937
229	0.009564284744
230	0.009541095236
231	0.009529317749
232	0.00952309146
233	0.009505722585
234	0.009483575249
235	0.009442853779
236	0.00939838079
237	0.009388648218
238	0.009374768102
239	0.009340350956
240	0.009309094154
241	0.009276836766
242	0.00923675463
243	0.009190108193
244	0.009174439414
245	0.00916038637
246	0.009146722972
247	0.009135004573
248	0.009115709874
249	0.009099639896
250	0.009066508772
251	0.009028635387
252	0.009009674831
253	0.008972371925
254	0.008934235281
255	0.008916463049
256	0.00888379378
257	0.008870069658
258	0.0088268869
259	0.008802374419
260	0.008778079779
261	0.00874850198
262	0.008737459348
263	0.008712771542
264	0.008697990463
265	0.00868071549
266	0.00865789074
267	0.008615738453
268	0.008608838356
269	0.008593700003
270	0.008582908436
271	0.008558116602
272	0.008522712587
273	0.008503769588
274	0.008475045752
275	0.008454689617
276	0.008425547206
277	0.008406206715
278	0.008392236359
279	0.008349145457
280	0.008332587018
281	0.008320588616
282	0.00828705643
283	0.008277585121
284	0.008270024933
285	0.008248579896
286	0.008212932263
287	0.008200906283
288	0.008186291561
289	0.008160679861
290	0.008142784373
291	0.00813610458
292	0.008122190054
293	0.008093682227
294	0.008088361453
295	0.008076928367
296	0.008048115872
297	0.008039269019
298	0.008025059971
299	0.00801380646
300	0.007998521229
301	0.007977248247
302	0.007963604367
303	0.007954910149
304	0.007944538179
305	0.007920910914
306	0.007905386342
307	0.007884848738
308	0.007875773503
309	0.007867799205
310	0.007861813622
311	0.007847174232
312	0.007834522705
313	0.007805736164
314	0.007778665162
315	0.007762324227
316	0.007753150377
317	0.0077413689
318	0.007728427856
319	0.007701458057
320	0.007679572502
321	0.007657656705
322	0.007640663433
323	0.007620673691
324	0.00760974213
325	0.007592057882
326	0.007585882483
327	0.007572232063
328	0.007547284677
329	0.007534687561
330	0.00749863446
331	0.00746772478
332	0.007463716663
333	0.007440368155
334	0.007423402135
335	0.007399891144
336	0.007388861251
337	0.007366928028
338	0.00735162243
339	0.007347877485
340	0.00733909328
341	0.007317995044
342	0.007299751113
343	0.00728431961
344	0.007261810355
345	0.007247963425
346	0.007227583967
347	0.007221033623
348	0.007203121999
349	0.007188763136
350	0.007179735753
351	0.007169039118
352	0.007157488882
353	0.007128136863
354	0.007119769382
355	0.007099065717
356	0.007080185681
357	0.007061294127
358	0.007033114568
359	0.007016916647
360	0.006999311036
361	0.006977562981
362	0.006959646559
363	0.006938295714
364	0.006931200588
365	0.006920642429
366	0.006909261394
367	0.006896182245
368	0.006879955489
369	0.006864616013
370	0.006848760086
371	0.006841945558
372	0.006832132908
373	0.006820829227
374	0.006792593383
375	0.00678299626
376	0.00677035363
377	0.006751331143
378	0.006731160286
379	0.00670795397
380	0.006689887777
381	0.006679316298
382	0.006667280328
383	0.006653957808
384	0.006646170522
385	0.006636609418
386	0.00662573907
387	0.006599844199
388	0.006591132878
389	0.00658106655
390	0.006567748392
391	0.006556739645
392	0.006545450212
393	0.006542162308
394	0.006530522309
395	0.00652285911
396	0.006510440036
397	0.00650757702
398	0.006495499858
399	0.006469248681
400	0.006460674062
401	0.006443971244
402	0.006436967248
403	0.006423580972
404	0.006411214934
405	0.006406230605
406	0.006393841632
407	0.006387392926
408	0.006381840549
409	0.006375687827
410	0.006363720235
411	0.006356153148
412	0.006347547988
413	0.006339276929
414	0.006328155592
415	0.006322335883
416	0.006312982648
417	0.00631108513
418	0.006303317316
419	0.006291680909
420	0.006276852988
421	0.006257397522
422	0.006244121149
423	0.006239391399
424	0.006234151919
425	0.006220279571
426	0.00620615533
427	0.006187802649
428	0.006179601984
429	0.006172343307
430	0.006165491562
431	0.006154787056
432	0.006148157488
433	0.006135288942
434	0.006131452235
435	0.00612862849
436	0.006113172441
437	0.006107935188
438	0.006103942052
